id,name,email,loan_amount,paid_amount,balance_amount,status,tenure,months_completed,default_reason
1944,Vivaan Gupta 452,vivaan.gupta.452@bank.com,1114400,897711.11,216688.89,Ongoing,36,29,N/A
1945,Jessica Wilson 225,jessica.wilson.225@bank.com,966500,257733.33,708766.67,Defaulted,12,4,Medical Emergency / High Bills
1946,Aditya Singh,aditya.singh@bank.com,1925000,1925000,0,Paid,36,36,N/A
1947,Jessica Wilson,jessica.wilson@bank.com,958900,958900,0,Paid,12,12,N/A
1948,Sonal Kapoor,sonal.kapoor@bank.com,1587400,1587400,0,Paid,60,60,N/A
1949,David Brown,david.brown@bank.com,1490200,1490200,0,Paid,12,12,N/A
1950,Ashley Moore,ashley.moore@bank.com,90900,90900,0,Paid,60,60,N/A
1951,Amit Joshi,amit.joshi@bank.com,299200,299200,0,Paid,24,24,N/A
1952,Ashley Moore,ashley.moore@bank.com,1849300,1849300,0,Paid,12,12,N/A
1953,Reyansh Kumar,reyansh.kumar@bank.com,1887800,1887800,0,Paid,24,24,N/A
1954,Vivaan Gupta 164,vivaan.gupta.164@bank.com,1706600,1706600,0,Paid,12,12,N/A
1955,Robert Williams 271,robert.williams.271@bank.com,1191000,1191000,0,Paid,48,48,N/A
1956,Michael Johnson,michael.johnson@bank.com,372800,186400.0,186400.0,Ongoing,12,6,N/A
1957,Jennifer Taylor,jennifer.taylor@bank.com,1617700,80885.0,1536815.0,Defaulted,48,3,High Debt Consolidation
1958,Amit Joshi 542,amit.joshi.542@bank.com,1937400,1937400,0,Paid,24,24,N/A
1959,Ananya Iyer 818,ananya.iyer.818@bank.com,1749400,1749400,0,Paid,60,60,N/A
1960,Sarah Miller 392,sarah.miller.392@bank.com,607200,229386.67,377813.32999999996,Defaulted,36,17,Unemployment / Job Loss
1961,James Smith 141,james.smith.141@bank.com,749400,269784.0,479616.0,Defaulted,60,27,Interest Rate Overrun
1962,Shanaya Kumar,shanaya.kumar@bank.com,1771600,1771600,0,Paid,60,60,N/A
1963,Aaryan Iyer 933,aaryan.iyer.933@bank.com,326000,326000,0,Paid,24,24,N/A
1964,Arjun Verma,arjun.verma@bank.com,1625900,1625900,0,Paid,48,48,N/A
1965,Nisha Bhatia 126,nisha.bhatia.126@bank.com,1336200,1336200,0,Paid,12,12,N/A
1966,Diya Sharma 718,diya.sharma.718@bank.com,222400,222400,0,Paid,12,12,N/A
1967,Robert Williams 190,robert.williams.190@bank.com,925800,30860.0,894940.0,Defaulted,24,1,Business Multi-sector Failure
1968,Zara Nair 623,zara.nair.623@bank.com,583900,583900,0,Paid,36,36,N/A
1969,Richard Taylor 483,richard.taylor.483@bank.com,1462200,1462200,0,Paid,36,36,N/A
1970,Ananya Iyer 612,ananya.iyer.612@bank.com,555900,555900,0,Paid,36,36,N/A
1971,Shweta Aggarwal,shweta.aggarwal@bank.com,297800,297800,0,Paid,60,60,N/A
1972,Nisha Bhatia,nisha.bhatia@bank.com,1932400,1932400,0,Paid,24,24,N/A
1973,James Smith,james.smith@bank.com,1484600,247433.33,1237166.67,Ongoing,12,2,N/A
1974,Rohan Sethi 233,rohan.sethi.233@bank.com,1239400,1239400,0,Paid,12,12,N/A
1975,Rahul Mehra 822,rahul.mehra.822@bank.com,1969800,656600.0,1313200.0,Defaulted,24,10,High Debt Consolidation
1976,Sai Reddy 884,sai.reddy.884@bank.com,1951500,1951500,0,Paid,48,48,N/A
1977,Aaryan Iyer 688,aaryan.iyer.688@bank.com,466000,466000,0,Paid,48,48,N/A
1978,Karan Oberoi,karan.oberoi@bank.com,542100,542100,0,Paid,36,36,N/A
1979,Zara Nair,zara.nair@bank.com,1188500,1188500,0,Paid,60,60,N/A
1980,Priya Das 927,priya.das.927@bank.com,682500,682500,0,Paid,36,36,N/A
1981,Pari Gupta,pari.gupta@bank.com,1864300,1864300,0,Paid,48,48,N/A
1982,James Smith 324,james.smith.324@bank.com,80700,80700,0,Paid,24,24,N/A
1983,Nisha Bhatia 175,nisha.bhatia.175@bank.com,486500,486500,0,Paid,36,36,N/A
1984,Reyansh Kumar 156,reyansh.kumar.156@bank.com,1084400,1084400,0,Paid,48,48,N/A
1985,David Brown 191,david.brown.191@bank.com,1598900,355311.11,1243588.8900000001,Defaulted,36,10,High Debt Consolidation
1986,Jessica Wilson 487,jessica.wilson.487@bank.com,1453600,1453600,0,Paid,36,36,N/A
1987,Deepak Malhotra,deepak.malhotra@bank.com,1660900,1660900,0,Paid,60,60,N/A
1988,Diya Sharma 680,diya.sharma.680@bank.com,358900,358900,0,Paid,24,24,N/A
1989,Richard Taylor,richard.taylor@bank.com,1899300,1899300,0,Paid,12,12,N/A
1990,Vikram Khanna 409,vikram.khanna.409@bank.com,1459000,1459000,0,Paid,12,12,N/A
1991,Michael Johnson,michael.johnson@bank.com,686000,686000,0,Paid,24,24,N/A
1992,Ashley Moore 300,ashley.moore.300@bank.com,1574700,1574700,0,Paid,36,36,N/A
1993,Vihaan Patel 474,vihaan.patel.474@bank.com,975600,975600,0,Paid,36,36,N/A
1994,Aarav Sharma,aarav.sharma@bank.com,1871800,1871800,0,Paid,60,60,N/A
1995,Aadhya Reddy,aadhya.reddy@bank.com,1997600,1997600,0,Paid,36,36,N/A
1996,David Brown 146,david.brown.146@bank.com,638900,638900,0,Paid,48,48,N/A
1997,Michael Johnson,michael.johnson@bank.com,1529200,1529200,0,Paid,24,24,N/A
1998,Pari Gupta,pari.gupta@bank.com,353200,111846.67,241353.33000000002,Defaulted,48,19,High Debt Consolidation
1999,James Smith,james.smith@bank.com,1568500,52283.33,1516216.67,Defaulted,24,1,High Debt Consolidation
2000,Anvi Singh 588,anvi.singh.588@bank.com,430300,161362.5,268937.5,Ongoing,24,9,N/A
