name,age,credit_score,income,loan_amount,employment_type,existing_emi,tenure,loan_type,default_status
Patricia Reddy,69,812,393106,201552,Salaried,3604,12,Business Loan,0
Linda Iyer,46,698,571057,2511400,Government,0,18,Personal Loan,1
Aditya Miller,32,589,733922,1699182,Salaried,0,60,Business Loan,0
Arjun Sharma,70,564,252253,1172509,Business,7190,36,Business Loan,1
James Davis,38,435,830744,813748,Contract,0,48,Education Loan,0
Arjun Miller,58,462,369469,198920,Contract,0,6,Auto Loan,1
Diya Das,36,495,590806,1598991,Self-employed,0,6,Education Loan,1
David Davis,33,454,584637,643332,Salaried,0,24,Home Loan,1
Rohan Das 68,49,695,435286,273695,Business,0,60,Home Loan,0
Aadhya Patel,54,455,323128,1029770,Self-employed,3160,18,Education Loan,1
Barbara Singh 11,70,622,503122,1168895,Government,10561,18,Auto Loan,1
Priya Das,42,783,1583579,6343820,Salaried,0,18,Business Loan,1
Vikram Johnson,33,573,263812,1192318,Business,1423,6,Education Loan,1
Nisha Johnson,36,378,1648518,5252556,Government,8636,24,Auto Loan,1
Vikram Jones,25,677,511021,1805741,Self-employed,13958,18,Home Loan,0
Ishaan Khanna 74,59,709,610005,718417,Business,0,48,Personal Loan,0
Karan Bhatia,47,478,311132,959339,Business,9760,48,Auto Loan,1
Linda Malhotra 38,43,746,375960,1861789,Contract,0,12,Education Loan,1
Saanvi Reddy,29,453,441641,1774421,Business,10349,36,Business Loan,1
Diya Mehra 40,46,493,318884,989345,Contract,1200,60,Home Loan,1
Zara Sharma 4,44,830,526838,551179,Salaried,14312,12,Personal Loan,1
Karan Sharma,24,540,467797,906779,Business,11286,60,Business Loan,1
Anvi Malhotra,48,725,1812955,3340678,Contract,55347,12,Business Loan,1
Robert Smith 87,35,845,296681,375659,Salaried,0,24,Business Loan,0
Rahul Joshi,58,382,635148,583199,Self-employed,16550,48,Home Loan,0
Deepak Joshi,43,516,692946,2155292,Business,0,36,Education Loan,1
Mary Sethi,29,395,314207,1374331,Salaried,2814,24,Business Loan,1
David Johnson,43,314,901753,2203115,Contract,23249,36,Business Loan,1
Zara Rodriguez,36,377,470242,200730,Salaried,11453,36,Business Loan,1
Barbara Verma,61,532,150000,575629,Business,0,24,Business Loan,1
Karan Murthy,34,449,887274,1125017,Government,27778,18,Business Loan,1
Jessica Bhatia,25,440,305539,357976,Government,0,12,Home Loan,1
Saanvi Miller 88,70,723,318486,1318281,Self-employed,157,48,Auto Loan,1
Zara Jones 57,32,622,902335,4265140,Self-employed,0,12,Education Loan,1
Diya Gupta,36,641,484902,2211401,Government,879,6,Personal Loan,1
Barbara Singh,34,814,1035777,1290414,Salaried,34383,24,Education Loan,0
Nisha Das 81,57,747,1234405,5281627,Self-employed,0,36,Business Loan,1
Jennifer Patel 19,36,666,405567,282097,Business,0,24,Auto Loan,0
Zara Murthy,69,789,961218,4214513,Salaried,0,12,Personal Loan,1
Aarav Khanna 12,66,420,379543,1664539,Self-employed,0,48,Business Loan,1
Pari Khanna,62,806,2280418,9432969,Contract,46958,48,Personal Loan,1
Karan Sharma,41,466,394047,1960883,Salaried,0,60,Auto Loan,1
Aadhya Sharma,58,817,1105327,2168130,Contract,0,18,Education Loan,1
Aarav Joshi,28,636,990805,3665064,Government,0,24,Personal Loan,1
Mary Garcia 16,34,426,721907,2298898,Contract,0,36,Home Loan,1
Deepak Malhotra,68,547,399382,1416459,Self-employed,5877,60,Home Loan,1
Inaya Jones,46,626,545338,1391218,Self-employed,0,36,Personal Loan,1
Arjun Smith 37,46,792,164036,809684,Salaried,0,6,Personal Loan,1
Zara Mehra 46,27,645,683274,718170,Contract,21233,18,Home Loan,1
Pari Smith,52,462,736577,1882757,Government,0,60,Personal Loan,1
Aditya Nair 45,33,535,646998,1923820,Self-employed,0,18,Business Loan,1
Myra Das,40,782,150000,352834,Business,0,24,Education Loan,1
Patricia Joshi 1,40,630,279461,459000,Business,892,48,Auto Loan,0
Jennifer Rodriguez 17,51,623,381225,1719942,Salaried,0,48,Auto Loan,1
Deepak Verma 38,58,790,711403,1508751,Self-employed,9946,48,Home Loan,0
Amit Nair,21,389,710414,2535058,Self-employed,0,18,Personal Loan,1
Linda Brown,33,414,539212,378693,Contract,14070,18,Personal Loan,1
Anvi Jones,51,668,874272,1438252,Business,1498,60,Business Loan,0
Pari Mehra 50,34,309,322627,931175,Business,7234,6,Business Loan,1
Rohan Rodriguez,38,645,861250,3718612,Contract,0,48,Auto Loan,1
Amit Malhotra,69,555,794005,2183618,Contract,16107,6,Home Loan,1
Inaya Oberoi,64,334,749028,1028705,Government,10627,18,Business Loan,1
Rohan Nair,21,722,535403,1228857,Contract,17385,24,Business Loan,1
Mary Iyer,55,613,1791289,3131849,Business,0,24,Auto Loan,1
Diya Johnson,56,517,802845,1259339,Self-employed,18194,12,Auto Loan,1
Jennifer Verma,57,783,334034,730158,Business,5789,60,Home Loan,0
Anvi Joshi,46,828,693137,365731,Salaried,0,60,Auto Loan,0
Jessica Miller 40,54,683,937985,2582856,Contract,12509,12,Personal Loan,1
Ishaan Joshi,21,550,419632,399512,Self-employed,8805,48,Business Loan,0
Deepak Davis,70,756,1148036,5271151,Contract,37890,6,Business Loan,1
Deepak Johnson,35,642,751044,1488854,Contract,6733,6,Home Loan,1
Inaya Johnson,53,811,150000,554810,Business,2372,12,Education Loan,0
Zara Khanna 56,56,840,714832,1955451,Contract,10765,36,Education Loan,0
Rahul Nair,53,735,468074,147836,Self-employed,0,48,Auto Loan,0
Ishaan Rodriguez,53,563,824314,3321608,Contract,0,18,Home Loan,1
Amit Reddy,28,416,1052342,4233649,Self-employed,0,24,Education Loan,1
Amit Nair,52,479,671384,1841781,Self-employed,0,36,Auto Loan,1
Priya Patel 45,62,401,1621968,7140762,Government,43563,24,Personal Loan,1
Saanvi Bhatia,32,518,536475,1496971,Salaried,0,12,Business Loan,1
Mary Reddy 17,35,817,868819,3909540,Salaried,0,18,Education Loan,1
Michael Gupta,54,790,967978,2729828,Contract,0,12,Home Loan,1
James Davis 6,61,784,563313,1687077,Self-employed,0,48,Education Loan,1
Amit Khanna 37,49,490,952899,2025024,Salaried,16948,60,Home Loan,1
Ishaan Singh,49,359,417983,408395,Contract,7536,60,Auto Loan,1
Ishaan Murthy,30,333,463452,728915,Self-employed,0,48,Business Loan,1
David Oberoi,51,772,271714,1307417,Salaried,5425,6,Home Loan,1
Jessica Gupta,43,509,690275,1584680,Salaried,0,48,Education Loan,0
James Murthy,24,776,725887,2185636,Government,0,18,Business Loan,1
Deepak Mehra 76,67,622,1211727,4251791,Business,25310,60,Education Loan,1
Arjun Smith 70,40,516,959995,1575505,Government,12528,12,Education Loan,1
Nisha Joshi,56,704,503391,478154,Government,6392,60,Business Loan,0
Inaya Khanna 26,23,323,294517,1365354,Business,0,12,Home Loan,1
Myra Singh,59,795,774296,559844,Self-employed,16453,60,Education Loan,1
Myra Oberoi,43,488,1162928,1144781,Government,21267,60,Education Loan,0
Jennifer Malhotra 60,57,646,939507,1923840,Business,0,24,Business Loan,1
Vikram Oberoi,65,800,1144738,5355335,Self-employed,0,60,Auto Loan,0
Saanvi Malhotra,63,709,525899,378522,Business,9269,18,Personal Loan,0
Patricia Singh,67,747,451363,2186212,Business,0,12,Personal Loan,1
Aditya Singh,61,727,383793,1291976,Business,3001,12,Education Loan,1
Michael Johnson,67,492,577499,1738199,Self-employed,12616,36,Education Loan,1
Diya Verma,50,526,569688,1919047,Contract,9438,36,Business Loan,1
James Singh 100,60,406,676039,1861733,Business,0,12,Education Loan,1
Anvi Joshi,66,706,552617,1673529,Contract,17968,60,Business Loan,1
Zara Patel 48,39,680,551183,1916010,Contract,8137,24,Personal Loan,1
Ishaan Singh 6,68,767,374738,244866,Contract,4314,18,Auto Loan,0
Rohan Rodriguez 86,60,791,1050704,2921346,Self-employed,17870,60,Auto Loan,1
Linda Jones,31,300,625252,2476810,Salaried,0,60,Business Loan,1
Zara Miller,69,684,537849,2183046,Business,0,60,Auto Loan,0
Diya Rodriguez,26,317,381376,476825,Government,10816,6,Personal Loan,1
Aditya Khanna,46,573,268566,777139,Self-employed,0,24,Auto Loan,1
Pari Singh,57,775,1309005,6355041,Contract,0,18,Education Loan,1
Barbara Malhotra,22,678,832995,2717658,Government,12263,36,Personal Loan,1
Aadhya Iyer,55,339,225403,608654,Contract,0,6,Auto Loan,1
Pari Patel 53,37,785,944003,1543405,Contract,14134,6,Business Loan,1
Karan Rodriguez,34,610,1038708,3636498,Contract,7565,6,Personal Loan,1
Vikram Sharma,32,802,643466,2438157,Government,18105,60,Education Loan,1
Jennifer Nair,66,779,1557926,6004011,Salaried,0,18,Auto Loan,1
Anvi Singh,37,491,680124,2517367,Government,13303,18,Home Loan,1
Myra Rodriguez,28,532,255226,1264423,Self-employed,7474,24,Auto Loan,1
Robert Verma 55,48,340,743483,1139783,Salaried,10365,18,Business Loan,1
Jessica Rodriguez,61,832,691721,1442152,Salaried,20431,12,Education Loan,1
Rahul Smith,34,827,415825,881121,Self-employed,11189,60,Auto Loan,0
Inaya Murthy,59,833,842505,2591265,Government,4706,24,Auto Loan,1
Barbara Gupta 41,56,720,219564,624440,Government,0,18,Personal Loan,1
Vikram Singh,37,604,1082019,2027491,Business,11243,48,Personal Loan,0
Linda Johnson,48,589,352613,1173230,Government,0,36,Education Loan,1
Rohan Iyer,22,476,330721,476343,Salaried,5104,12,Auto Loan,1
Jessica Das,63,841,557771,530721,Contract,0,18,Education Loan,0
Aarav Johnson,41,428,774353,572346,Contract,17158,48,Personal Loan,0
Aditya Smith,63,519,658918,641754,Government,4704,36,Education Loan,0
Aadhya Miller 60,25,662,382469,624753,Salaried,12724,12,Auto Loan,1
Aarav Williams 66,25,368,440799,1698092,Self-employed,0,18,Home Loan,1
Rohan Nair 81,39,748,302602,1366344,Self-employed,0,36,Home Loan,0
Jessica Das,26,305,521879,1402123,Salaried,0,12,Personal Loan,1
Mary Johnson,61,308,1138261,1775703,Self-employed,0,12,Personal Loan,1
Anvi Oberoi 51,50,647,595670,1649220,Self-employed,15950,12,Education Loan,1
Pari Martinez,42,712,1000138,4396026,Government,0,18,Personal Loan,1
Amit Patel,42,390,1430079,1493041,Contract,41842,6,Home Loan,1
Aditya Sethi,69,793,419655,1531290,Business,0,12,Personal Loan,1
Amit Johnson,68,462,533949,2351936,Business,15788,48,Personal Loan,1
Rohan Garcia 23,64,420,2197246,5103945,Business,0,48,Auto Loan,1
James Joshi,27,734,1420622,6995741,Contract,0,24,Home Loan,1
Karan Rodriguez 46,45,397,218940,975838,Contract,665,48,Education Loan,1
Myra Nair,27,303,753352,3528260,Salaried,0,48,Business Loan,1
Aditya Jones 24,26,582,597396,1197262,Government,7819,6,Auto Loan,1
Aarav Gupta,25,506,980552,2273062,Business,8490,12,Home Loan,1
Mary Verma,37,495,381937,388566,Self-employed,12365,12,Auto Loan,1
Amit Sethi 45,33,323,360856,1225560,Contract,2376,60,Personal Loan,1
Anvi Bhatia,26,306,398059,1604952,Contract,9304,12,Auto Loan,1
Inaya Verma 83,28,495,423726,130862,Business,12326,24,Home Loan,0
Rohan Sharma 84,65,351,974027,4044608,Salaried,28580,48,Business Loan,1
Rohan Verma,48,370,293983,1136436,Salaried,8204,6,Business Loan,1
Vikram Sethi,34,534,411034,1754010,Self-employed,2679,48,Personal Loan,1
James Jones,32,589,204146,840082,Salaried,459,36,Home Loan,1
Saanvi Smith,37,311,1092818,478135,Business,21505,60,Home Loan,1
Anvi Sharma 40,69,579,1280316,5821284,Salaried,0,18,Home Loan,1
Anvi Gupta,55,636,490782,1262564,Contract,0,36,Education Loan,1
Robert Nair,55,316,499433,450169,Self-employed,9407,60,Education Loan,1
Mary Gupta 58,64,691,783818,1437526,Salaried,7723,48,Business Loan,0
Amit Johnson,52,480,1446546,6013638,Salaried,1254,48,Education Loan,1
Myra Murthy,53,755,763116,2110741,Contract,20765,18,Business Loan,1
Inaya Bhatia 87,28,506,392964,1090634,Salaried,11233,6,Personal Loan,1
Michael Verma 16,60,478,226094,453211,Salaried,3620,12,Business Loan,1
David Sharma 29,58,395,305872,793816,Contract,0,24,Business Loan,1
Ishaan Singh,50,416,624016,2494232,Government,0,48,Personal Loan,1
Aadhya Joshi 25,21,604,403044,1015916,Government,11888,24,Business Loan,1
Rahul Mehra,63,511,671306,264076,Government,8125,18,Auto Loan,0
Aadhya Patel,22,553,428585,905394,Self-employed,0,36,Auto Loan,0
Deepak Singh,25,609,316510,1391136,Self-employed,0,36,Home Loan,1
Saanvi Verma,52,424,294719,103844,Self-employed,337,60,Personal Loan,1
Nisha Sharma,30,636,1524859,574637,Contract,16410,48,Personal Loan,0
Linda Das,22,781,1018042,2346514,Salaried,0,18,Personal Loan,1
Jennifer Singh,53,347,1686744,5050904,Contract,0,12,Home Loan,1
Vikram Murthy 52,46,843,825686,2008197,Business,26738,48,Personal Loan,0
Aarav Jones 64,29,507,461392,1149072,Contract,0,60,Personal Loan,1
Pari Miller,33,504,1321138,1855995,Self-employed,0,48,Home Loan,0
James Oberoi,51,373,585463,782141,Contract,11684,60,Education Loan,1
Diya Mehra,31,468,681809,2380867,Self-employed,6041,24,Personal Loan,1
Deepak Patel,47,348,582046,2347653,Self-employed,0,48,Education Loan,1
Karan Rodriguez 76,28,826,150000,192986,Salaried,4073,12,Auto Loan,1
Priya Joshi,25,300,1564131,607381,Self-employed,47345,6,Auto Loan,1
Ishaan Iyer,22,574,801790,643420,Business,0,12,Education Loan,1
Ishaan Patel,39,532,727881,2532792,Salaried,0,36,Home Loan,1
Inaya Brown,31,794,575465,2621872,Contract,0,24,Auto Loan,1
Mary Reddy 15,58,409,658721,533276,Salaried,16949,60,Business Loan,0
Vikram Patel 53,39,490,417330,1368834,Salaried,0,6,Auto Loan,1
Patricia Jones,55,331,864535,974822,Self-employed,0,12,Personal Loan,1
Linda Williams,52,626,272594,810053,Self-employed,264,18,Home Loan,1
Aarav Nair,59,461,667731,1643533,Contract,15965,6,Auto Loan,1
Aditya Brown,63,607,836468,3991019,Government,13137,6,Education Loan,1
Patricia Malhotra,32,429,530088,124153,Business,0,18,Auto Loan,1
Vikram Sethi,60,343,746029,3283536,Government,0,18,Business Loan,1
Saanvi Brown,59,321,329456,231734,Salaried,0,60,Education Loan,1
Arjun Joshi 66,38,754,334537,1506470,Salaried,9449,18,Home Loan,1
Karan Jones 57,64,572,688334,2713978,Self-employed,22336,18,Home Loan,1
Arjun Patel 45,34,763,897285,620076,Contract,14944,18,Home Loan,0
Aadhya Reddy,24,703,193896,680400,Business,553,60,Home Loan,0
James Malhotra,57,539,816851,2989306,Salaried,0,6,Business Loan,1
Rohan Nair,30,605,431092,938078,Government,0,6,Home Loan,1
Linda Martinez,23,390,531956,2445936,Contract,0,36,Personal Loan,1
David Oberoi,42,374,267343,1177787,Contract,3685,24,Auto Loan,1
Robert Miller,24,602,358265,448985,Salaried,5155,6,Business Loan,1
James Williams,56,408,1066267,4265478,Salaried,0,24,Business Loan,1
Michael Iyer,33,618,609087,2393110,Contract,0,12,Business Loan,1
Inaya Das,57,316,474649,329161,Contract,0,12,Personal Loan,1
Jennifer Johnson,29,719,556881,1551263,Government,14478,48,Home Loan,1
Arjun Khanna,26,732,800928,1323639,Self-employed,0,60,Business Loan,0
Arjun Verma,34,347,777856,1099377,Salaried,10676,36,Auto Loan,1
Priya Mehra,34,602,570908,394097,Contract,7056,60,Auto Loan,0
Nisha Verma,28,781,1150578,1520788,Salaried,8186,18,Personal Loan,0
Robert Malhotra,59,434,1069046,1523587,Salaried,0,48,Business Loan,0
Ishaan Malhotra 35,66,746,765300,1180289,Contract,0,18,Home Loan,1
Rahul Nair,51,727,617088,697985,Business,9588,36,Business Loan,0
Jessica Verma,44,360,885929,345104,Business,26488,36,Business Loan,1
Nisha Malhotra,65,618,721119,2211599,Salaried,0,12,Education Loan,1
David Sethi 52,62,614,1128590,4413627,Self-employed,0,12,Education Loan,1
Aarav Garcia,66,827,1024522,2457819,Self-employed,0,18,Education Loan,1
Amit Verma 50,60,638,324177,1027679,Salaried,0,12,Business Loan,1
Karan Mehra,27,609,311271,769372,Contract,0,48,Auto Loan,1
Jessica Nair,53,586,392091,1912516,Salaried,217,24,Personal Loan,1
Karan Verma,46,356,1072693,2666254,Business,0,48,Home Loan,1
James Garcia,26,391,231935,412839,Government,3285,12,Education Loan,1
Zara Sharma,26,665,756800,2194358,Salaried,10830,24,Personal Loan,1
Nisha Mehra 88,39,474,742312,2491368,Salaried,9966,48,Business Loan,1
Rohan Smith 40,37,346,1199708,4631243,Business,32675,24,Education Loan,1
Aadhya Rodriguez,45,433,665439,2295508,Salaried,9761,48,Auto Loan,1
David Garcia,52,472,266751,755662,Contract,7696,60,Education Loan,1
Rahul Das,34,565,335838,1593162,Business,4980,12,Personal Loan,1
Nisha Patel,35,346,293843,117036,Government,7806,18,Home Loan,1
Karan Martinez,44,775,432455,1282173,Business,9867,60,Auto Loan,1
Pari Patel 99,29,747,535126,2259215,Business,0,60,Education Loan,1
Saanvi Nair,41,849,296776,1327715,Contract,0,24,Home Loan,1
Mary Khanna,27,507,1443234,1549753,Salaried,39886,36,Home Loan,1
James Williams 11,34,673,269636,183052,Salaried,2106,24,Business Loan,0
Jennifer Singh,28,430,1339305,4565491,Salaried,2983,60,Education Loan,1
Zara Jones,55,625,1216024,909511,Salaried,32499,6,Personal Loan,1
Robert Nair 94,36,655,1023748,3711882,Salaried,0,6,Business Loan,0
Ishaan Rodriguez,32,781,393855,1710456,Self-employed,8977,60,Education Loan,1
Myra Oberoi,27,612,733417,2129955,Salaried,4066,24,Home Loan,1
David Nair 20,36,609,277500,579001,Self-employed,29,48,Education Loan,0
Diya Joshi,31,312,1031520,4951069,Contract,23715,6,Business Loan,1
Diya Sharma 47,43,521,571265,2830311,Self-employed,0,18,Home Loan,1
Barbara Iyer,26,775,467151,807775,Contract,4700,18,Home Loan,1
Rahul Nair,54,809,286574,1086858,Government,1884,18,Personal Loan,0
Zara Singh,29,606,150000,467909,Government,0,48,Personal Loan,1
Aditya Das 57,28,681,320255,1433149,Contract,3177,12,Education Loan,1
Michael Iyer 4,24,720,1164356,639191,Business,0,18,Auto Loan,0
Aadhya Iyer 2,54,797,468972,1971842,Contract,0,48,Personal Loan,1
Zara Miller,57,547,539502,1691733,Self-employed,5533,12,Auto Loan,0
Mary Williams,45,337,884990,2681467,Self-employed,25450,60,Home Loan,1
Priya Sharma,63,455,1764541,1995634,Self-employed,0,48,Home Loan,0
Inaya Nair,62,809,1322458,2707574,Government,7387,24,Education Loan,0
Arjun Sethi 60,22,526,333233,525355,Contract,9600,18,Home Loan,1
Vikram Singh,65,372,186177,241990,Business,0,36,Education Loan,1
Saanvi Sharma,61,752,2460237,10000000,Self-employed,37176,24,Business Loan,0
Inaya Patel 60,35,654,2330037,1806941,Government,7132,36,Auto Loan,0
Jessica Nair,41,742,668687,2991284,Salaried,17563,60,Auto Loan,1
David Jones,66,616,278648,1039131,Business,1636,6,Home Loan,1
Pari Verma 98,48,848,1064415,1925950,Government,0,18,Home Loan,0
Saanvi Brown,45,539,559729,616038,Government,6967,48,Home Loan,0
David Mehra,37,768,558054,483272,Contract,4502,6,Business Loan,1
Michael Iyer,24,848,1021390,2542917,Government,0,48,Home Loan,0
James Murthy,24,365,729872,1349145,Self-employed,0,24,Auto Loan,1
Patricia Iyer,22,465,293170,1113082,Business,5426,60,Auto Loan,1
Rohan Sethi,54,737,491469,2273895,Self-employed,0,48,Business Loan,1
Deepak Joshi,27,524,887968,4340903,Business,0,24,Home Loan,1
Nisha Khanna,22,537,811103,1805647,Contract,9395,24,Personal Loan,1
Inaya Sharma,47,327,698862,2775586,Business,140,48,Business Loan,1
Priya Jones 9,61,387,1045550,4228007,Government,0,60,Education Loan,1
Diya Malhotra,60,772,480686,1112960,Government,11254,60,Auto Loan,1
Zara Malhotra 94,47,353,664773,704229,Self-employed,8925,12,Education Loan,1
Robert Verma,45,617,150000,158705,Salaried,547,18,Business Loan,0
Vikram Das,35,470,455982,1040592,Self-employed,3330,18,Personal Loan,1
Inaya Khanna,38,822,944434,3397441,Government,0,18,Auto Loan,1
Aadhya Miller,58,794,472485,1566658,Government,7981,12,Home Loan,0
Deepak Patel 87,31,597,451469,746599,Government,605,24,Education Loan,1
David Miller,42,696,319696,624426,Salaried,0,60,Auto Loan,0
Anvi Nair,27,756,1090361,962521,Self-employed,9846,12,Business Loan,0
David Iyer 96,46,506,829914,1315394,Business,0,24,Personal Loan,1
Inaya Sharma,70,323,979942,2543892,Contract,0,36,Business Loan,1
Michael Sharma,32,379,211985,914899,Government,5643,6,Business Loan,1
Aditya Gupta 45,51,307,542384,910062,Government,0,6,Business Loan,1
Diya Gupta 86,66,508,504807,1084041,Business,16260,60,Education Loan,1
Rohan Gupta,67,817,504668,632522,Contract,0,18,Education Loan,0
Karan Patel,56,490,412661,1403948,Government,0,18,Business Loan,1
Nisha Johnson 78,31,326,485210,429050,Business,0,12,Auto Loan,1
Saanvi Khanna,22,404,994292,442080,Salaried,0,60,Auto Loan,0
Zara Smith,25,830,189527,733943,Government,3961,6,Education Loan,1
Zara Rodriguez,32,443,1734755,7304409,Government,9545,12,Personal Loan,1
